is_linear,order,mean_fl,median_fl
TRUE,1,0.02240488067716721,1.7295179759457824e-6
TRUE,2,0.008470336492337083,5.082821589894593e-4
TRUE,3,6.130682595539838e-5,6.130682595539838e-5
FALSE,1,0.007046272011393739,0.007046272011393739
FALSE,2,8.425290130938261e-6,1.2000499977626866e-6
FALSE,3,0.014518424492052873,0.014518424492052873
