is_linear,order,mean_tt,median_tt
TRUE,1,140.85914081680033,135.57468535850012
TRUE,2,157.3274259912429,154.8655818624993
TRUE,3,215.05215642910073,204.83615082250253
FALSE,1,151.46439540709991,142.4796021830016
FALSE,2,151.93351439594028,147.12729385750208
FALSE,3,215.38577054900023,213.1755768074995
